job_description,label
"Title: Trainee Door Supervisor
Skills: Conflict de-escalation, SIA licence, Patrolling, Access control
About the role: A family-run restaurant group seeks an experienced Trainee Door Supervisor. Location: Dubai. Full-time. You will control site access and verify credentials. You will provide a visible, reassuring presence. You will patrol premises and monitor CCTV systems. You have 2+ years of relevant experience. Compensation: $110,000–$150,000 depending on experience. Click apply to start your application. Immediate start available.",0
"Title: Developers react to Apex Industries's latest framework release: the update bring
Skills: 
Developers react to Apex Industries's latest framework release: the update brings faster builds, improved TypeScript support and breaking API changes that have divided the open-source community in Berlin.",0
"Title: GRADUATE GAME ENGINE PROGRAMMER
Skills: 
Join us! We're a fast-growing SaaS startup and we need a talented GRADUATE GAME ENGINE PROGRAMMER. This is a Full-time position (Remote). You will implement gameplay systems, AI and UI features. You will build tools that speed up the content pipeline. Minimum 1 years of experience required. A relevant degree or certification is a plus. All qualified applicants will receive consideration without regard to race, religion, gender or age. Apply now — interviews are being scheduled on a rolling basis.",1
"Principal Full-Stack Engineer. About the role: A mobile gaming studio seeks an experienced Principal Full-Stack Engineer. Location: Mumbai. 6-month contract. Responsibilities: Work in an agile team with two-week sprints; Design new modules and refactor legacy code; Ship features across the entire stack, from database to ui; Contribute to architectural decisions and technical roadmaps. Minimum 2 years of experience required. A relevant degree or certification is a plus. Salary range: $110,000–$150,000. Plus pension, wellness allowance and team events. We celebrate diversity and are committed to creating an inclusive environment for all employees. To apply, submit your CV and a short cover letter.",1
"Title: Mortgage Advisor - Remote
Skills: Market analysis, Negotiation, Contracts, Property valuation, Lead generation
Join us! We're a developer-tools startup and we need a talented Mortgage Advisor - Remote. This is a Permanent position (New York, NY). Responsibilities: Build a pipeline of buyers and vendors; Guide clients through closing processes. You have 10+ years of relevant experience. Benefits include performance bonus, flexible hours and professional development budget. All qualified applicants will receive consideration without regard to race, religion, gender or age. Click apply to start your application. Immediate start available.",0
"Title: CRM MARKETING MANAGER
Skills: 
A developer-tools startup is hiring a CRM MARKETING MANAGER based in Hybrid — Bengaluru. You will coordinate with the engineering team on tracking pixels. You will analyse funnel performance in Google Analytics dashboards. You will manage the company website content in the CMS. You will run email and paid campaigns for our software products. You have 5+ years of relevant experience. Salary range: £55,000–£75,000. Plus pension, wellness allowance and team events. We are an equal opportunity employer and value diversity at our company. Click apply to start your application. Immediate start available.",0
"Title: Trainee Scrum Master II
Skills: Stakeholder management, Roadmapping, JIRA, Agile
Position: Trainee Scrum Master II
Location: Austin, TX
Type: Permanent
About us: we are an accountancy practice with a people-first culture. You will work daily with developers, designers and data scientists. You will facilitate agile ceremonies and remove delivery blockers. You will define success metrics and analyse feature performance. The ideal candidate brings 5 years of hands-on experience and thrives in a fast-paced environment. Benefits include performance bonus, flexible hours and professional development budget.",1
"Title: SENIOR CASE MANAGER
Skills: 
Position: SENIOR CASE MANAGER
Location: Dubai
Type: Part-time
About us: we are a logistics and haulage company with a people-first culture. You will advocate for clients and safeguard the vulnerable. You will coordinate services across agencies. You will manage a caseload of clients with complex needs. You will maintain thorough, timely case notes. Requirements: 7+ years in a similar role, strong communication skills, and a can-do attitude. Apply now — interviews are being scheduled on a rolling basis.",0
"Title: Principal SRE
Skills: 
About the role: A logistics and haulage company seeks an experienced Principal SRE. Location: New York, NY. Internship. Responsibilities: Build and maintain ci/cd pipelines; Drive down cloud costs and harden infrastructure security. Requirements: 10+ years in a similar role, strong communication skills, and a can-do attitude. We are an equal opportunity employer and value diversity at our company.",1
"Computer Vision Engineer (Hybrid). Position: Computer Vision Engineer (Hybrid)
Location: London
Type: Contract
About us: we are a leading cloud infrastructure provider with a people-first culture. You will design experiments and A/B tests to measure impact. You will train, evaluate and deploy machine learning models. You will communicate findings to product and leadership teams. The ideal candidate brings 5 years of hands-on experience and thrives in a fast-paced environment. Click apply to start your application. Immediate start available.",1
"Title: Graduate Data Engineer
Skills: PostgreSQL, BigQuery, Airflow, SQL, dbt, Kafka, Spark, Python
A global e-commerce platform is hiring a Graduate Data Engineer based in Singapore. Responsibilities: Design and operate batch and streaming data pipelines; Partner with data scientists to productionise datasets; Model warehouse tables that analysts can trust; Own data quality, lineage and pipeline observability. Requirements: 5+ years in a similar role, strong communication skills, and a can-do attitude. In return we offer $70,000–$95,000, hybrid working and clear career progression. We are an equal opportunity employer and value diversity at our company. Apply now — interviews are being scheduled on a rolling basis.",1
"Title: GRADUATE COURIER
Skills: Inventory scanning, Valid driving licence, Manual handling, Pallet jack
We are a manufacturing plant looking for a GRADUATE COURIER to join our growing team in Hyderabad. You will follow health and safety procedures at all times. You will deliver goods safely and on schedule. You will load, unload and check consignments. You will pick, pack and dispatch orders accurately. The ideal candidate brings 10 years of hands-on experience and thrives in a fast-paced environment. In return we offer $70,000–$95,000, hybrid working and clear career progression. We celebrate diversity and are committed to creating an inclusive environment for all employees.",0
"Title: Test Engineer
Skills: Test planning, Postman, Python, Playwright, Selenium, Cypress
Join us! We're a manufacturing plant and we need a talented Test Engineer. This is a Permanent position (Mumbai). You will integrate tests into CI pipelines and gate releases. You will champion quality across the development lifecycle. You will design and maintain automated test suites. The ideal candidate brings 4 years of hands-on experience and thrives in a fast-paced environment. We offer competitive salary, health insurance and generous paid leave. To apply, submit your CV and a short cover letter.",1
"Title: Trainee Tax Accountant
Skills: 
We are a busy law firm looking for a Trainee Tax Accountant to join our growing team in Toronto. Responsibilities: Own month-end close and balance sheet reconciliations; Process invoices, payments and expense reports; Run payroll and handle statutory filings. The ideal candidate brings 2 years of hands-on experience and thrives in a fast-paced environment. We offer competitive salary, health insurance and generous paid leave. To apply, submit your CV and a short cover letter.",0
"Title: Graduate Web3 Developer
Skills: 
We are a cybersecurity software vendor looking for a Graduate Web3 Developer to join our growing team in Hybrid — Bengaluru. You will build dApps and integrate wallets and on-chain data. You will write thorough tests for contract edge cases. You will research L2 scaling and new protocol designs. Requirements: 2+ years in a similar role, strong communication skills, and a can-do attitude. We offer competitive salary, health insurance and generous paid leave. We celebrate diversity and are committed to creating an inclusive environment for all employees. Apply now — interviews are being scheduled on a rolling basis.",1
"Title: Trainee Accountant
Skills: General ledger, Payroll, Reconciliations
Our client, a regional hospital network, has an immediate opening for a Trainee Accountant in Bengaluru. Responsibilities: Process invoices, payments and expense reports; Own month-end close and balance sheet reconciliations; Run payroll and handle statutory filings; Prepare financial statements and audit schedules. You have 4+ years of relevant experience. Salary range: €60,000–€80,000. Plus pension, wellness allowance and team events. Apply now — interviews are being scheduled on a rolling basis.",0
"Title: Principal Digital Marketing Executive
Skills: Campaign management, HubSpot, Email marketing, Time management
A global e-commerce platform is hiring a Principal Digital Marketing Executive based in Mumbai. Responsibilities: Coordinate with the engineering team on tracking pixels; Grow online revenue through conversion optimisation; Analyse funnel performance in google analytics dashboards. Minimum 2 years of experience required. A relevant degree or certification is a plus. Compensation: $110,000–$150,000 depending on experience. All qualified applicants will receive consideration without regard to race, religion, gender or age. Apply now — interviews are being scheduled on a rolling basis.",0
"Title: Trainee Electrician
Skills: Trade certification, Safety compliance, Hand tools, Preventive maintenance, Blueprint reading, Troubleshooting
About the role: A logistics and haulage company seeks an experienced Trainee Electrician. Location: Austin, TX. Full-time. You will keep accurate records of work performed. You will diagnose faults and complete repairs to code. You will read technical drawings and job specifications. You will follow site safety rules and wear required PPE. You have 5+ years of relevant experience. We offer competitive salary, health insurance and generous paid leave. We are an equal opportunity employer and value diversity at our company. To apply, submit your CV and a short cover letter.",0
"Title: Associate Full Stack Developer
Skills: TypeScript, MongoDB, Docker, JavaScript, Node.js, Problem solving
About the role: A fast-growing SaaS startup seeks an experienced Associate Full Stack Developer. Location: Delhi NCR. Part-time. Responsibilities: Contribute to architectural decisions and technical roadmaps; Work in an agile team with two-week sprints. Minimum 2 years of experience required. A relevant degree or certification is a plus. Benefits include performance bonus, flexible hours and professional development budget. To apply, submit your CV and a short cover letter.",1
"Title: Vertex Global reports record quarterly revenue, beating expectations
Skills: 
Vertex Global reports record quarterly revenue, beating expectations. Shares rose 12% in early trading as the technology giant credited strong growth in its Hyderabad operations.",0
"Title: Junior Mobile Developer
Skills: 
A venture-backed fintech scale-up is hiring a Junior Mobile Developer based in Toronto. Responsibilities: Integrate push notifications, analytics and payments; Work with product and design on new mobile features. Minimum 3 years of experience required. A relevant degree or certification is a plus. We offer competitive salary, health insurance and generous paid leave. Click apply to start your application. Immediate start available.",1
"Title: Staff E-commerce Manager
Skills: Excel, Email marketing, SEO, Google Analytics
We are an AI-driven analytics company looking for a Staff E-commerce Manager to join our growing team in London. Responsibilities: Manage the company website content in the cms; Grow online revenue through conversion optimisation; Coordinate with the engineering team on tracking pixels; Run email and paid campaigns for our software products. Minimum 2 years of experience required. A relevant degree or certification is a plus. We celebrate diversity and are committed to creating an inclusive environment for all employees.",0
"Title: Principal CDL Driver
Skills: Route planning, Valid driving licence, Pallet jack, Manual handling
Join us! We're a national retail chain and we need a talented Principal CDL Driver. This is a Internship position (Hybrid — Bengaluru). You will pick, pack and dispatch orders accurately. You will follow health and safety procedures at all times. You will load, unload and check consignments. You will keep vehicles and equipment maintained and clean. Minimum 10 years of experience required. A relevant degree or certification is a plus. Benefits include performance bonus, flexible hours and professional development budget.",0
"Title: Frontend Developer
Skills: Angular, Next.js
We are a developer-tools startup looking for a Frontend Developer to join our growing team in Toronto. You will collaborate closely with designers and backend engineers. You will improve page performance and Core Web Vitals. You will translate design mockups into pixel-perfect components. You will build responsive, accessible user interfaces. You have 2+ years of relevant experience. We offer competitive salary, health insurance and generous paid leave. All qualified applicants will receive consideration without regard to race, religion, gender or age. Click apply to start your application. Immediate start available.",1
"Title: PRINCIPAL CLIENT SERVICES COORDINATOR - REMOTE
Skills: Conflict resolution, Multitasking
We are a family-run restaurant group looking for a PRINCIPAL CLIENT SERVICES COORDINATOR - REMOTE to join our growing team in Pune. You will answer inbound calls, chats and emails from customers. You will resolve billing, order and account issues. You will log interactions accurately and follow up on promises. You have 1+ years of relevant experience. Salary range: $110,000–$150,000. Plus pension, wellness allowance and team events. We are an equal opportunity employer and value diversity at our company. To apply, submit your CV and a short cover letter.",0
"Title: Platform Engineer
Skills: Terraform, Ansible, Prometheus
Our client, a developer-tools startup, has an immediate opening for a Platform Engineer in Bengaluru. You will improve system reliability, monitoring and alerting. You will build and maintain CI/CD pipelines. You have 8+ years of relevant experience. All qualified applicants will receive consideration without regard to race, religion, gender or age.",1
"Title: LEAD HELP DESK TECHNICIAN
Skills: PowerShell, Ticketing systems, Office 365, Active Directory, Intune, VMware, Windows Server, Linux
We are a community non-profit looking for a LEAD HELP DESK TECHNICIAN to join our growing team in Dubai. You will resolve hardware, software and access tickets. You will administer servers, endpoints and business applications. You will patch, monitor and back up company systems. You will manage user accounts, group policy and MDM. You have 5+ years of relevant experience. All qualified applicants will receive consideration without regard to race, religion, gender or age. To apply, submit your CV and a short cover letter.",1
"Title: Lead Accountant
Skills: Payroll, GAAP, General ledger
Join us! We're an accountancy practice and we need a talented Lead Accountant. This is a Contract position (Delhi NCR). Responsibilities: Improve accounting processes and controls; Run payroll and handle statutory filings; Prepare financial statements and audit schedules; Own month-end close and balance sheet reconciliations. The ideal candidate brings 8 years of hands-on experience and thrives in a fast-paced environment. All qualified applicants will receive consideration without regard to race, religion, gender or age. Apply now — interviews are being scheduled on a rolling basis.",0
"Title: LEAD LEAD SOFTWARE ENGINEER
Skills: Code review, Python, AWS, Roadmapping
About the role: A cybersecurity software vendor seeks an experienced LEAD LEAD SOFTWARE ENGINEER. Location: Singapore. Internship. You will stay hands-on in design reviews and critical code paths. You will balance technical debt against feature velocity. You have 2+ years of relevant experience. Compensation: £55,000–£75,000 depending on experience. To apply, submit your CV and a short cover letter.",1
"Junior Flutter Developer. Our client, a fast-growing SaaS startup, has an immediate opening for a Junior Flutter Developer in Berlin. Responsibilities: Integrate push notifications, analytics and payments; Work with product and design on new mobile features. The ideal candidate brings 5 years of hands-on experience and thrives in a fast-paced environment. We are an equal opportunity employer and value diversity at our company.",1
"Title: ASSOCIATE DIGITAL MARKETING EXECUTIVE
Skills: Excel, Email marketing, Teamwork
A mobile gaming studio is hiring a ASSOCIATE DIGITAL MARKETING EXECUTIVE based in Chennai. Responsibilities: Manage the company website content in the cms; Run email and paid campaigns for our software products; Coordinate with the engineering team on tracking pixels; Grow online revenue through conversion optimisation. Requirements: 1+ years in a similar role, strong communication skills, and a can-do attitude. Benefits include performance bonus, flexible hours and professional development budget. Apply now — interviews are being scheduled on a rolling basis.",0
"Title: Senior ERP Developer
Skills: ABAP, Apex, SQL, Integration, Salesforce, SAP, Workflow automation
Our client, a global e-commerce platform, has an immediate opening for a Senior ERP Developer in Bengaluru. You will customise and extend the platform with code and configuration. You will translate business processes into platform workflows. You have 8+ years of relevant experience.",1
"Title: Security Guard
Skills: Conflict de-escalation, Surveillance
About the role: A community non-profit seeks an experienced Security Guard. Location: Delhi NCR. 6-month contract. Responsibilities: Write clear incident reports; Provide a visible, reassuring presence; Patrol premises and monitor cctv systems; Respond to alarms and security incidents. Requirements: 2+ years in a similar role, strong communication skills, and a can-do attitude. Salary range: ₹8–15 LPA. Plus pension, wellness allowance and team events. Click apply to start your application. Immediate start available.",0
"Title: Graduate Yoga Instructor
Skills: Program design, Group instruction
About the role: A logistics and haulage company seeks an experienced Graduate Yoga Instructor. Location: Remote. Full-time. Responsibilities: Grow client retention through great service; Design safe, effective training programmes; Track client progress and adjust plans; Maintain equipment and a safe training environment. You have 2+ years of relevant experience. Benefits include performance bonus, flexible hours and professional development budget. We are an equal opportunity employer and value diversity at our company.",0
"Title: Staff Home Care Nurse
Skills: Patient care, Medication administration, Care planning, English
Our client, an AI-driven analytics company, has an immediate opening for a Staff Home Care Nurse in Hybrid — Bengaluru. You will maintain accurate clinical documentation. You will monitor vitals and escalate changes in patient condition. You will coordinate with physicians and allied health teams. You will educate patients and families on care plans. You have 8+ years of relevant experience. Compensation: £35,000–£50,000 depending on experience.",0
"Title: Salesforce Developer II
Skills: 
Our client, a venture-backed fintech scale-up, has an immediate opening for a Salesforce Developer II in Chennai. You will translate business processes into platform workflows. You will build integrations between enterprise systems. You have 7+ years of relevant experience. To apply, submit your CV and a short cover letter.",1
"Staff Solutions Architect. A healthtech software company is hiring a Staff Solutions Architect based in Hyderabad. Responsibilities: Set standards for scalability, resilience and security; Review designs and mentor engineering teams; Evaluate build-vs-buy decisions and new technologies. Requirements: 2+ years in a similar role, strong communication skills, and a can-do attitude. We are an equal opportunity employer and value diversity at our company.",1
"Title: Graduate Technology Procurement Officer - Remote
Skills: 
A leading cloud infrastructure provider is hiring a Graduate Technology Procurement Officer - Remote based in Mumbai. Responsibilities: Manage software licence renewals and true-ups; Track purchase orders for laptops and cloud subscriptions. Minimum 7 years of experience required. A relevant degree or certification is a plus. Compensation: £35,000–£50,000 depending on experience. All qualified applicants will receive consideration without regard to race, religion, gender or age. Click apply to start your application. Immediate start available.",0
"Title: DATA ANALYST
Skills: Power BI, A/B testing, Excel, Tableau, Statistics, Python, SQL
About the role: A global e-commerce platform seeks an experienced DATA ANALYST. Location: Bengaluru. Contract. Responsibilities: Present insights that drive product and marketing decisions; Define and track kpis across the business; Write complex sql against the data warehouse. You have 7+ years of relevant experience. In return we offer competitive, hybrid working and clear career progression.",1
"Title: GRADUATE TECHNICAL PRODUCT MANAGER
Skills: Stakeholder management, User research, A/B testing, JIRA
About the role: A global e-commerce platform seeks an experienced GRADUATE TECHNICAL PRODUCT MANAGER. Location: Mumbai. Full-time. Responsibilities: Translate customer problems into clear technical requirements; Own the product backlog and sprint planning for an engineering team; Facilitate agile ceremonies and remove delivery blockers. Minimum 2 years of experience required. A relevant degree or certification is a plus. Benefits include performance bonus, flexible hours and professional development budget. To apply, submit your CV and a short cover letter.",1
"Title: Hotel Manager
Skills: Event coordination, Reservations, Staff scheduling, Food and beverage, Upselling, Guest relations
Our client, a family-run restaurant group, has an immediate opening for a Hotel Manager in Hybrid — Bengaluru. Responsibilities: Resolve guest complaints quickly and graciously; Manage bookings, budgets and supplier contracts. You have 2+ years of relevant experience. In return we offer £35,000–£50,000, hybrid working and clear career progression. We are an equal opportunity employer and value diversity at our company. Click apply to start your application. Immediate start available.",0
"Title: Investment Banking Analyst (Hybrid)
Skills: Bloomberg, Financial modelling, PowerPoint
Position: Investment Banking Analyst (Hybrid)
Location: New York, NY
Type: Contract
About us: we are a community non-profit with a people-first culture. Responsibilities: Evaluate credit risk and investment opportunities; Prepare budgets, forecasts and variance reports; Produce board packs and investor materials. You have 3+ years of relevant experience. In return we offer $70,000–$95,000, hybrid working and clear career progression. To apply, submit your CV and a short cover letter.",0
"Title: Senior Data Analyst
Skills: Looker, A/B testing, Excel
About the role: A developer-tools startup seeks an experienced Senior Data Analyst. Location: Bengaluru. Full-time. You will present insights that drive product and marketing decisions. You will define and track KPIs across the business. Requirements: 8+ years in a similar role, strong communication skills, and a can-do attitude. Click apply to start your application. Immediate start available.",1
"Title: Trainee Data Platform Engineer
Skills: Snowflake, BigQuery, Airflow, PostgreSQL, Python, Spark, Scala, AWS, Kafka
Our client, a healthtech software company, has an immediate opening for a Trainee Data Platform Engineer in Toronto. You will own data quality, lineage and pipeline observability. You will model warehouse tables that analysts can trust. You will design and operate batch and streaming data pipelines. You will move terabytes of data reliably and cheaply. You have 2+ years of relevant experience. We are an equal opportunity employer and value diversity at our company. To apply, submit your CV and a short cover letter.",1
"Title: Senior Sales Representative - Immediate Start
Skills: 
Our client, a cybersecurity software vendor, has an immediate opening for a Senior Sales Representative - Immediate Start in Hybrid — Bengaluru. Responsibilities: Grow revenue within existing accounts; Prospect, qualify and close new business; Run discovery calls, demos and negotiations. You have 4+ years of relevant experience. Compensation: ₹18–30 LPA depending on experience. We are an equal opportunity employer and value diversity at our company. To apply, submit your CV and a short cover letter.",0
"Title: HEAD OF ENGINEERING
Skills: Hiring, Roadmapping, AWS, Code review, People management, Mentoring, System design
About the role: A venture-backed fintech scale-up seeks an experienced HEAD OF ENGINEERING. Location: Bengaluru. 6-month contract. Responsibilities: Run 1:1s, growth conversations and hiring loops; Partner with product on quarterly planning; Lead a team of software engineers and own delivery; Balance technical debt against feature velocity. Requirements: 5+ years in a similar role, strong communication skills, and a can-do attitude. We are an equal opportunity employer and value diversity at our company.",1
"Principal Frontend Engineer. We are a global e-commerce platform looking for a Principal Frontend Engineer to join our growing team in Austin, TX. Responsibilities: Translate design mockups into pixel-perfect components; Improve page performance and core web vitals; Build responsive, accessible user interfaces. Requirements: 8+ years in a similar role, strong communication skills, and a can-do attitude. We offer competitive salary, health insurance and generous paid leave. Apply now — interviews are being scheduled on a rolling basis.",1
"Title: Staff Data Engineer
Skills: Spark, dbt, AWS, Python, PostgreSQL, Kafka, Airflow
Our client, a global e-commerce platform, has an immediate opening for a Staff Data Engineer in Manchester. You will move terabytes of data reliably and cheaply. You will partner with data scientists to productionise datasets. You will own data quality, lineage and pipeline observability. Minimum 5 years of experience required. A relevant degree or certification is a plus. Salary range: ₹8–15 LPA. Plus pension, wellness allowance and team events. All qualified applicants will receive consideration without regard to race, religion, gender or age. Apply now — interviews are being scheduled on a rolling basis.",1
"Title: Junior Territory Sales Manager
Skills: CRM, Negotiation, Relationship building
We are a boutique hotel group looking for a Junior Territory Sales Manager to join our growing team in Hybrid — Bengaluru. You will run discovery calls, demos and negotiations. You will prospect, qualify and close new business. You have 5+ years of relevant experience. To apply, submit your CV and a short cover letter.",0
"Title: Unemployment rate falls to a 8500-year low, government figures show
Skills: 
Unemployment rate falls to a 8500-year low, government figures show. Economists say hiring in the technology sector remains robust despite pressures in Bengaluru.",0
"Title: Trainee Mobile Developer
Skills: Flutter, iOS, REST API, English
We are a cybersecurity software vendor looking for a Trainee Mobile Developer to join our growing team in Austin, TX. Responsibilities: Integrate push notifications, analytics and payments; Maintain a high crash-free rate across device fleets; Optimise app startup time, battery and memory usage; Work with product and design on new mobile features. You have 5+ years of relevant experience. Salary range: ₹5–9 LPA. Plus pension, wellness allowance and team events. Apply now — interviews are being scheduled on a rolling basis.",1
"Trainee Administrative Assistant. Our client, a busy law firm, has an immediate opening for a Trainee Administrative Assistant in London. Responsibilities: Negotiate with vendors and manage supplies; Improve administrative processes and documentation; Keep day-to-day operations running smoothly. Requirements: 10+ years in a similar role, strong communication skills, and a can-do attitude. In return we offer competitive, hybrid working and clear career progression. All qualified applicants will receive consideration without regard to race, religion, gender or age. Click apply to start your application. Immediate start available.",0
"Title: Unreal Engine Developer
Skills: 3D math, C++, Physics, Shaders, Unity, Git, C#
A leading cloud infrastructure provider is hiring a Unreal Engine Developer based in Toronto. You will fix bugs across the engine and game code. You will build tools that speed up the content pipeline. You will implement gameplay systems, AI and UI features. You have 3+ years of relevant experience. Benefits include performance bonus, flexible hours and professional development budget. All qualified applicants will receive consideration without regard to race, religion, gender or age. To apply, submit your CV and a short cover letter.",1
"Title: Software Engineer
Skills: 
Our client, a leading cloud infrastructure provider, has an immediate opening for a Software Engineer in Remote. You will work in an agile team with two-week sprints. You will contribute to architectural decisions and technical roadmaps. Requirements: 7+ years in a similar role, strong communication skills, and a can-do attitude. We offer competitive salary, health insurance and generous paid leave.",1
"Title: Technology Sales Executive
Skills: Salesforce CRM, SaaS, Negotiation, Quota attainment, Pipeline management, Prospecting, Time management
Our client, a cybersecurity software vendor, has an immediate opening for a Technology Sales Executive in Hyderabad. Responsibilities: Run product demos alongside sales engineers; Sell our cloud software platform to enterprise accounts; Build relationships with ctos and it directors; Manage the full sales cycle from lead to close in salesforce. Minimum 7 years of experience required. A relevant degree or certification is a plus. In return we offer $70,000–$95,000, hybrid working and clear career progression.",0
"Title: Graduate Site Reliability Engineer
Skills: Ansible, Azure, Docker, Terraform
Join us! We're a global e-commerce platform and we need a talented Graduate Site Reliability Engineer. This is a Full-time position (Delhi NCR). You will manage Kubernetes clusters and cloud infrastructure as code. You will build and maintain CI/CD pipelines. Requirements: 10+ years in a similar role, strong communication skills, and a can-do attitude. Salary range: $110,000–$150,000. Plus pension, wellness allowance and team events. We celebrate diversity and are committed to creating an inclusive environment for all employees. Click apply to start your application. Immediate start available.",1
"Title: Administrative Assistant
Skills: Microsoft Office, Process improvement, Scheduling, Event coordination, Vendor management, Problem solving
We are a regional hospital network looking for a Administrative Assistant to join our growing team in Berlin. You will keep day-to-day operations running smoothly. You will manage calendars, travel and correspondence. You will improve administrative processes and documentation. You have 2+ years of relevant experience. Benefits include performance bonus, flexible hours and professional development budget. We celebrate diversity and are committed to creating an inclusive environment for all employees. Apply now — interviews are being scheduled on a rolling basis.",0
"Title: Principal Application Security Engineer
Skills: OWASP, Incident Response, Splunk, SIEM, Linux, Threat Hunting, AWS, Nessus, Zero Trust
Our client, a venture-backed fintech scale-up, has an immediate opening for a Principal Application Security Engineer in Delhi NCR. Responsibilities: Harden cloud and on-prem infrastructure; Monitor, triage and respond to security incidents; Build detection rules and automate response playbooks; Review code and architectures for security flaws. You have 1+ years of relevant experience. In return we offer $110,000–$150,000, hybrid working and clear career progression.",1
"Title: Graduate Applied Scientist
Skills: TensorFlow, NumPy
Our client, a healthtech software company, has an immediate opening for a Graduate Applied Scientist in Austin, TX. You will build recommendation, forecasting and NLP systems. You will train, evaluate and deploy machine learning models. Minimum 8 years of experience required. A relevant degree or certification is a plus. Apply now — interviews are being scheduled on a rolling basis.",1
"Title: Associate Auto Mechanic
Skills: 
Our client, a logistics and haulage company, has an immediate opening for a Associate Auto Mechanic in Toronto. Responsibilities: Read technical drawings and job specifications; Follow site safety rules and wear required ppe; Diagnose faults and complete repairs to code. The ideal candidate brings 3 years of hands-on experience and thrives in a fast-paced environment. To apply, submit your CV and a short cover letter.",0
"Title: Senior Pastry Chef
Skills: Cost control, Team leadership, Knife skills, Food safety, Menu planning
Join us! We're an accountancy practice and we need a talented Senior Pastry Chef. This is a 6-month contract position (Pune). Responsibilities: Train and supervise kitchen staff; Lead kitchen operations during busy service; Design seasonal menus and daily specials. The ideal candidate brings 10 years of hands-on experience and thrives in a fast-paced environment. In return we offer £55,000–£75,000, hybrid working and clear career progression.",0
"Title: Trainee SAP ABAP Developer
Skills: SAP, JavaScript, Apex, ABAP, Integration, SQL, REST API, Salesforce
An accountancy practice is hiring a Trainee SAP ABAP Developer based in Toronto. Responsibilities: Build integrations between enterprise systems; Maintain sandboxes, deployments and release cycles; Customise and extend the platform with code and configuration. Requirements: 3+ years in a similar role, strong communication skills, and a can-do attitude. We offer competitive salary, health insurance and generous paid leave. We are an equal opportunity employer and value diversity at our company. Click apply to start your application. Immediate start available.",1
"Title: Graduate SOC Analyst
Skills: Splunk, Linux, Incident Response, OWASP, AWS, Threat Hunting, SIEM, Burp Suite, Zero Trust
Our client, an AI-driven analytics company, has an immediate opening for a Graduate SOC Analyst in Hyderabad. You will monitor, triage and respond to security incidents. You will harden cloud and on-prem infrastructure. You will build detection rules and automate response playbooks. You will review code and architectures for security flaws. Requirements: 5+ years in a similar role, strong communication skills, and a can-do attitude. We offer competitive salary, health insurance and generous paid leave.",1
"Title: Junior Dental Hygienist
Skills: 
An AI-driven analytics company is hiring a Junior Dental Hygienist based in Pune. You will work within a multidisciplinary clinical team. You will educate patients on recovery and prevention. You will develop and progress individual care plans. You will maintain accurate treatment records. The ideal candidate brings 2 years of hands-on experience and thrives in a fast-paced environment. Salary range: competitive. Plus pension, wellness allowance and team events. We are an equal opportunity employer and value diversity at our company. Apply now — interviews are being scheduled on a rolling basis.",0
"Title: Staff Head of Engineering
Skills: 
Position: Staff Head of Engineering
Location: Hyderabad
Type: Internship
About us: we are a developer-tools startup with a people-first culture. Responsibilities: Lead a team of software engineers and own delivery; Stay hands-on in design reviews and critical code paths; Partner with product on quarterly planning; Balance technical debt against feature velocity. You have 1+ years of relevant experience. Benefits include performance bonus, flexible hours and professional development budget. We are an equal opportunity employer and value diversity at our company.",1
"Title: Staff Leasing Consultant
Skills: Market analysis, Client relations, Lead generation, Property valuation, Negotiation, Contracts
Join us! We're a fast-growing SaaS startup and we need a talented Staff Leasing Consultant. This is a Full-time position (Pune). You will manage tenancies, renewals and inspections. You will list, market and show residential properties. The ideal candidate brings 10 years of hands-on experience and thrives in a fast-paced environment. Benefits include performance bonus, flexible hours and professional development budget. We celebrate diversity and are committed to creating an inclusive environment for all employees.",0
"Title: Network Administrator
Skills: 
Join us! We're a mobile gaming studio and we need a talented Network Administrator. This is a Contract position (Remote). You will configure routers, switches, firewalls and load balancers. You will implement network segmentation and access controls. Minimum 4 years of experience required. A relevant degree or certification is a plus. Salary range: competitive. Plus pension, wellness allowance and team events. Click apply to start your application. Immediate start available.",1
"Senior NOC Engineer III. Join us! We're a manufacturing plant and we need a talented Senior NOC Engineer III. This is a Permanent position (Dubai). Responsibilities: Automate network configuration and audits; Monitor network health and resolve outages fast. Minimum 5 years of experience required. A relevant degree or certification is a plus. Salary range: ₹8–15 LPA. Plus pension, wellness allowance and team events. All qualified applicants will receive consideration without regard to race, religion, gender or age.",1
"Title: Associate Business Intelligence Developer
Skills: Python, Power BI, SQL, Looker, Excel, Statistics, Tableau, A/B testing
A fast-growing SaaS startup is hiring a Associate Business Intelligence Developer based in London. You will build dashboards and self-serve reporting for stakeholders. You will define and track KPIs across the business. You will present insights that drive product and marketing decisions. You will turn messy data into clear, actionable analysis. Requirements: 2+ years in a similar role, strong communication skills, and a can-do attitude. In return we offer $110,000–$150,000, hybrid working and clear career progression. To apply, submit your CV and a short cover letter.",1
"Title: Occupational Therapist
Skills: Infection control, Appointment scheduling, Clinical documentation, Communication
A property management agency is hiring a Occupational Therapist based in Hyderabad. Responsibilities: Work within a multidisciplinary clinical team; Assess patients and deliver evidence-based treatment. You have 5+ years of relevant experience. Apply now — interviews are being scheduled on a rolling basis.",0
